entidad_a,enticve1,numeral,nombre1,presup1,presup2,presup3
10,10,12,FISCALIA GENERAL DEL ESTADO,588486315,567317839,636792488.3
10,10,13,SECRETARIA DE TURISMO,24144992,45916859,74057924.17
10,10,14,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,404399376,39195927,46865920.77
10,10,15,SECRETARIADO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PUBLICA,257815214,257815214,280509473
10,10,16,INSTITUTO DE ATENCION Y PROTECCION A MIGRANTES Y SUS FAMILIAS,16740337,10310099,10557188.88
10,10,17,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,11804264,10804264,12363030.06
10,10,18,DIRECCION DE TRANSPORTE AEREO DEL GOBIERNO DEL ESTADO,14170353,19678822,36542689.13
10,10,19,COMISION DE AGUAS DEL ESTADO,660026708,133818692,330146468.7
10,10,20,INSTITUTO PARA LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE DURANGO,372391303,372391303,237076754.5
10,10,21,CENTRO CULTURAL Y DE CONVENCIONES DEL ESTADO DE DURANGO,7223885,7223885,9980374.07
10,10,22,SERVICIOS DE SALUD DEL ESTADO,2671527965,2908527965,4435136610
10,10,23,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,436522764,449678099,495677220.3
10,10,24,COLEGIO DE BACHILLERES DEL ESTADO DE DURANGO,158069211,156069211,675555672.2
10,10,25,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE DURANGO,6101603,6101603,5914985.2
10,10,26,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE DURANGO,63727191,64227759,69997887.63
10,10,27,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE DURANGO,40821030,40821030,343421798.6
10,10,28,INSTITUTO DURANGUENSE DE EDUCACION PARA ADULTOS,83567174,83567174,115573582.8
10,10,29,INSTITUTO TECNOLOGICO SUPERIOR DE LERDO,21955944,19955944,42216067.5
10,10,30,INSTITUTO TECNOLOGICO SUPERIOR DE LA REGION DE LOS LLANOS,11227446,10227446,16986793
10,10,31,INSTITUTO TECNOLOGICO SUPERIOR DE SANTIAGO PAPASQUIARO,11698818,10698818,29272521.8
10,10,32,INSTITUTO DE CULTURA DEL ESTADO DE DURANGO,55327990,56418012,80041810.83
10,10,33,SISTEMA ESTATAL DE TELESECUNDARIAS,1347597026,791953274,898335948
10,10,34,UNIVERSIDAD PEDAGOGICA DE DURANGO,74427703,74757340,78435552.78
10,10,35,UNIVERSIDAD POLITECNICA DE DURANGO,14288576,13288576,34827550.61
10,10,36,UNIVERSIDAD POLITECNICA DE GOMEZ PALACIO,13231838,12231838,31629156.4
10,10,37,BENEMERITA Y CENTENARIA ESCUELA NORMAL DEL ESTADO DE DURANGO,2763965,2763965,2724601.5
10,10,38,INSTITUTO TECNOLOGICO SUPERIOR DE SANTA MARIA DEL ORO,3866635,3866635,10589404
10,10,39,UNIVERSIDAD TECNOLOGICA DE DURANGO,17621072,16621072,50939018.41
10,10,40,UNIVERSIDAD TECNOLOGICA DE LA LAGUNA,7300092,7300092,27603353.83
10,10,41,UNIVERSIDAD TECNOLOGICA DE EL MEZQUITAL,1471919,1471919,6603329.38
10,10,42,BEBELECHE MUSEO INTERACTIVO DE DURANGO,10692981,3091090,5456336.98
10,10,43,UNIVERSIDAD TECNOLOGICA DE POANAS,4020964,4020964,15703986.71
10,10,44,UNIVERSIDAD POLITECNICA DE CUENCAME,4848702,4848702,12055145.85
10,10,45,UNIVERSIDAD TECNOLOGICA DE RODEO,2924085,2924085,12787308.18
10,10,46,UNIVERSIDAD TECNOLOGICA DE TAMAZULA,2150000,2150000,6150014.43
10,10,47,SECRETARIA EJECUTIVA DEL SISTEMA LOCAL ANTICORRUPCION,10963533,3963533,6876401.51
10,10,48,FISCALIA ESPECIALIZADA EN COMBATE A LA CORRUPCION DEL ESTADO DE DURANGO,66221906,25409097,26859097
10,10,49,PROCURADURIA DE PROTECCION AL AMBIENTE DEL ESTADO DE DURANGO,6987942,1987942,5411701.73
10,10,50,INSTITUTO DURANGUENSE DE LA JUVENTUD,5981367,5981367,6371809.76
10,10,51,INSTITUTO ESTATAL DE LAS MUJERES,9576729,10586113,20982939.71
10,10,52,COMISION ESTATAL DE SUELO Y VIVIENDA,45866862,29566862,83572068.61
10,10,53,FERIAS ESPECTACULOS Y PASEOS TURISTICOS DE DURANGO,31571640,11197445,13646666.22
10,10,54,CENTROS DE CONCILIACION LABORAL DEL ESTADO DE DURANGO,13916800,16936800,4674786.34
10,10,55,DIRECCION DE PENSIONES DEL ESTADO DE DURANGO,603021815,503021815,423857738.5
11,11,1,OFICINA DEL GOBERNADOR,14344911.43,14254911.43,14461654.76
11,11,2,COORDINACION GENERAL DE COMUNICACION SOCIAL,101055384.1,89100605.44,118056430.3
11,11,3,OFICINA DEL SECRETARIO PARTICULAR,83734010.09,83730182.58,80882320.62
11,11,4,INSTITUTO DE PLANEACION ESTADISTICA Y GEOGRAFIA DEL ESTADO DE GUANAJUATO,34231861.87,33306861.87,47024200.31
11,11,5,JEFATURA DE GABINETE DEL PODER EJECUTIVO,40014458.04,40014458.04,43466447.18
11,11,6,UNIDAD DE TRANSPARENCIA Y ARCHIVOS DEL PODER EJECUTIVO,31029625.61,31029625.61,26799181.03
11,11,7,OFICINA DE REPRESENTACION DEL GOBIERNO DEL ESTADO DE GUANAJUATO EN LA CIUDAD DE MEXICO,9077301.48,9068601.48,8402185.2
11,11,8,COORDINACION GENERAL JURIDICA,28585456.06,28585456.06,28724835.46
11,11,9,SECRETARIA DE GOBIERNO,1297167842,1295296500,1235975535
11,11,10,SECRETARIA DE DESARROLLO SOCIAL Y HUMANO,1735226513,1742549013,2321691713
11,11,11,SECRETARIA DE FINANZAS INVERSION Y ADMINISTRACION,885486599.8,884623149.8,818112836.9
11,11,12,SECRETARIA DE SEGURIDAD PUBLICA,6119532762,6118237301,5329941614
11,11,13,SECRETARIA DE DESARROLLO AGROALIMENTARIO Y RURAL,1076168224,1091168224,1059370071
11,11,14,SECRETARIA DE DESARROLLO ECONOMICO SUSTENTABLE,560927268,562027268,956820010.7
11,11,15,SECRETARIA DE EDUCACION,24392129522,24384839951,24359697457
11,11,16,SECRETARIA DE INFRAESTRUCTURA CONECTIVIDAD Y MOVILIDAD,2206817421,2202464171,2803546585
11,11,17,SECRETARIA DE TURISMO,159244125.3,197811758.9,590929773.1
11,11,18,SECRETARIA DE LA TRANSPARENCIA Y RENDICION DE CUENTAS,171843974.5,169304474.5,198890275.3
11,11,19,SECRETARIA DE MEDIO AMBIENTE Y ORDENAMIENTO TERRITORIAL,141063217.8,144818253.2,227696318.2
11,11,20,SECRETARIA DEL MIGRANTE Y ENLACE INTERNACIONAL,34988012.73,37333262.73,35225439.11
11,11,21,SERVICIO DE ADMINISTRACION TRIBUTARIA DEL ESTADO DE GUANAJUATO,460087883.6,457394661.1,703067961.2
11,11,22,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,565271720.8,565271720.8,540946526.8
11,11,23,COORDINACION GENERAL DE INFORMACION ESTRATEGICA,64297888.99,64297888.99,63282686.01
11,11,24,UNIDAD DE ANALISIS Y ESTRATEGIA DE SEGURIDAD CIUDADANA,3158835.74,3158835.74,243265.24
11,11,25,SECRETARIA EJECUTIVA DEL SISTEMA DE PROTECCION DE LOS DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,9560918.17,9063735.58,8486731.16
11,11,26,COMISION ESTATAL DE BUSQUEDA DE PERSONAS,8852041.4,8835041.4,16872014.51
11,11,27,COMISION ESTATAL DEL AGUA DE GUANAJUATO,294503646.8,292831146.8,400327594.7
11,11,28,COORDINADORA DE FOMENTO AL COMERCIO EXTERIOR,69830297.92,68412016.67,84347899.82
11,11,29,INSTITUTO ESTATAL DE LA CULTURA,158271783.7,156984661.9,201299432.3
11,11,30,UNIVERSIDAD TECNOLOGICA DE LEON,160702676,160685828.6,175713371
11,11,31,INSTITUTO TECNOLOGICO SUPERIOR DE IRAPUATO,98417647.98,98105147.98,114541508.2
11,11,32,SISTEMA AVANZADO DE BACHILLERATO Y EDUCACION SUPERIOR EN EL ESTADO DE GUANAJUATO,878085590.7,877481540.7,899200658.4
11,11,33,INSTITUTO DE SALUD PUBLICA DEL ESTADO DE GUANAJUATO,13327943598,13351763598,14660900520
11,11,34,INSTITUTO TECNOLOGICO SUPERIOR DEL SUR DE GUANAJUATO,27036677,27036677,34769730.4
11,11,35,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO,10238467.17,10102745.82,11882013.16
11,11,36,UNIVERSIDAD TECNOLOGICA DEL SUROESTE DE GUANAJUATO,57252264,57094514,68995505.24
11,11,37,INSTITUTO PARA EL DESARROLLO Y ATENCION A LAS JUVENTUDES DEL ESTADO DE GUANAJUATO,108365918.5,102774119.9,568948291.9
11,11,38,PROCURADURIA AMBIENTAL Y DE ORDENAMIENTO TERRITORIAL DEL ESTADO DE GUANAJUATO,44996697.38,45267197.38,48414357.7
11,11,39,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,331109880.4,331109880.4,362454479.8
11,11,40,INSTITUTO DE LA MUJER GUANAJUATENSE,58316495.21,67036495.21,73694798.63
11,11,41,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,0,0,0
11,11,42,ESCUELA PREPARATORIA REGIONAL DEL RINCON,27017044.68,27017044.68,27263439.35
11,11,43,INSTITUTO DE ALFABETIZACION Y EDUCACION BASICA PARA ADULTOS,267786258.9,266744758.9,294248803.6
11,11,44,UNIVERSIDAD POLITECNICA DE GUANAJUATO,93114537.35,92986537.35,128086695.5
11,11,45,FORUM CULTURAL GUANAJUATO,31300797.53,30448047.53,47069284.11
11,11,46,INSTITUTO ESTATAL DE CAPACITACION,226374287.4,225879287.4,227608777.1
11,11,47,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,360635764.3,360236464.3,342663379.3
11,11,48,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE GUANAJUATO,87812800.5,87812800.5,91624365.85
11,11,49,INSTITUTO TECNOLOGICO SUPERIOR DE GUANAJUATO,18569688,18569688,20176904.46
11,11,50,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,19882800,19842800,31006246.01
11,11,51,UNIVERSIDAD POLITECNICA DE PENJAMO,38987649.17,38960483.87,52562459.23
11,11,52,UNIVERSIDAD POLITECNICA DE JUVENTINO ROSAS,44241483.34,44241483.34,58964837.09
11,11,53,UNIVERSIDAD POLITECNICA DEL BICENTENARIO,55909089.46,55909089.46,69211386.2
11,11,54,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,39053398,39021679.24,52462427.76
11,11,55,GUANAJUATO PUERTO INTERIOR,0,0,0
11,11,56,UNIVERSIDAD TECNOLOGICA DE SALAMANCA,40439656,40439656,53744794.19
11,11,57,PARQUE AGRO TECNOLOGICO XONOTLI SA DE CV,9437731.66,9437731.66,9792318.2
11,11,58,INSTITUTO GUANAJUATENSE PARA PERSONAS CON DISCAPACIDAD,47703312.11,47624629.38,62904199.61
11,11,59,INSTITUTO TECNOLOGICO SUPERIOR DE ABASOLO,23053555,23003555,34366186.04
11,11,60,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,21611645,21611645,27796848.94
11,11,61,UNIVERSIDAD TECNOLOGICA LAJA BAJIO,12943272,12893272,14239459.46
11,11,62,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,18166409.02,18166409.02,18607083.06
11,11,63,INSTITUTO DE FORMACION EN SEGURIDAD PUBLICA DEL ESTADO,28166433,28166433,37986125.27
11,11,64,PROCURADURIA DE PROTECCION DE NIÑAS NIÑOS Y ADOLESCENTES,83963632.91,83963632.91,89247770.73
11,11,65,INSTITUTO DE INNOVACION CIENCIA Y EMPRENDIMIENTO PARA LA COMPETITIVIDAD,46718476.66,46328751.98,144215165.4
11,11,66,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,17668436,17533436,41698213.7
11,11,67,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE GUANAJUATO,0,0,77038073.57
11,11,68,COMISION DE DEPORTE DEL ESTADO DE GUANAJUATO,111058404.9,121896752.2,323538348.5
11,11,69,UNIDAD DE TELEVISION DE GUANAJUATO,69940816.32,69940816.32,136564990.2
11,11,70,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,749869148.1,745584148.1,878429963
11,11,71,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUANAJUATO,1116150719,1116150719,1149760874
11,11,72,UNIVERSIDAD TECNOLOGICA DEL NORTE DEL ESTADO DE GUANAJUATO,87233704,87233703.99,95685293.83
11,11,73,MUSEO ICONOGRAFICO DEL QUIJOTE,14700677.47,14700677.47,16127580.05
11,11,74,CONSEJO GUANAJUATENSE PARA LA PREVENSION Y CONTROL DEL VIH-SIDA,74168,74168,74168
11,11,75,FONDOS GUANAJUATO,0,0,0
11,11,76,CENTRO DE LAS ARTES,22235064.32,22045879.32,27121918.02
11,11,77,MUSEO DE ARTE E HISTORIA DE GUANAJUATO,33840561.73,33194311.73,37290347.5
11,11,78,TEATRO BICENTENARIO,33532320.96,32798820.96,35236313.66
11,11,79,PARQUE GUANAJUATO BICENTENARIO,20000000,20000000,22267261.93
12,12,1,JEFE DE LA OFICINA DEL GOBERNADOR,18607920.52,18607920.52,16556685.22
12,12,2,SECRETARIA GENERAL DE GOBIERNO,305654104.2,305654104.2,432130681.2
12,12,3,SECRETARIA DE FINANZAS Y ADMINISTRACION,2027646371,1991930709,2648276855
12,12,4,SECRETARIA DE EDUCACION GUERRERO,21874312456,22074312456,24065469763
12,12,5,SECRETARIA DE CULTURA,53521979.57,53521979.57,74337722.81
12,12,6,SECRETARIA DE SALUD,7036203968,7136203968,8877310569
12,12,7,SECRETARIA DE DESARROLLO URBANO OBRAS PUBLICAS Y ORDENAMIENTO TERRITORIAL,893232928.8,915600060,856739685.2
12,12,8,SECRETARIA DE DESARROLLO Y BIENESTAR SOCIAL,282344377.4,281144377.4,228906134.1
12,12,9,SECRETARIA DE AGRICULTURA GANADERIA PESCA Y DESARROLLO RURAL,207336916.8,209836916.8,138373136.3
12,12,10,SECRETARIA DE FOMENTO Y DESARROLLO ECONOMICO,62931258.34,63931258.34,44606206.91
12,12,11,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,69342720.95,69342720.95,127515990.7
12,12,12,SECRETARIA DE TURISMO,123726502.1,123726502.1,171823358.1
12,12,13,SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,55212228.73,55212228.73,25517501.05
12,12,14,SECRETARIA DE SEGURIDAD PUBLICA,2911688147,2911688147,2394297354
12,12,15,SECRETARIA DE PROTECCION CIVIL,251862682.3,201198597.3,160821775.3
12,12,16,SECRETARIA DE CONTRALORIA Y TRANSPARENCIA GUBERNAMENTAL,106996543.3,106996543.3,141013492.5
12,12,17,SECRETARIA DE LA MUJER,76486850.32,76486850.32,82638317.78
12,12,18,SECRETARIA DE PLANEACION Y DESARROLLO REGIONAL,103498990.2,103498990.2,107584729.2
12,12,19,CONSEJERIA JURIDICA DEL PODER EJECUTIVO DEL ESTADO,11591110.84,11591110.84,16961509.67
12,12,20,SECRETARIA DE ASUNTOS INDIGENAS Y AFROMEXICANOS,50780882.34,50780882.34,32646226.01
12,12,21,SECRETARIA DE LA JUVENTUD Y LA NIÑEZ,31982787.22,31982787.22,27344875.04
12,12,22,SECRETARIA DE LOS MIGRANTES Y ASUNTOS INTERNACIONALES,53459344.37,53459344.37,31267205.89
12,12,23,CONSEJO DE POLITICAS PUBLICAS,5382879.4,5382879.4,4048416.5
12,12,24,REPRESENTACION DEL PODER EJECUTIVO DEL ESTADO DE GUERRERO EN LA CIUDAD DE MEXICO,12523896.45,12523896.45,15537367.02
12,12,25,PROCURADURIA DE PROTECCION AMBIENTAL,29671611.58,29671611.58,43268011.12
12,12,26,TRIBUNAL DE CONCILIACION Y ARBITRAJE,32720109.25,33720109.25,25006747.71
12,12,27,INSTITUTO ESTATAL PARA LA EDUCACION DE JOVENES Y ADULTOS DE GUERRERO,115205085,115205085,149425089.9
12,12,28,COLEGIO DE BACHILLERES DEL ESTADO DE GUERRERO,306240647.1,306240647.1,823486812.6
12,12,29,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUERRERO,181350336.7,181350336.7,191325064.5
12,12,30,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUERRERO,47508044.26,47508044.26,330040271.1
12,12,31,ESCUELA DE PARTERAS PROFESIONALES DEL ESTADO DE GUERRERO OPD,4210791.98,4210791.98,3993710.32
12,12,32,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE GUERRERO,21020224.94,21020224.94,55457642.71
12,12,33,INSTITUTO DE BACHILLERATO DEL ESTADO DE GUERRERO,93110322.64,93110322.64,192582125.1
12,12,34,INSTITUTO DE BACHILLERATO INTERCULTURAL DEL ESTADO DE GUERRERO,5500000,5500000,13726702.66
12,12,35,INSTITUTO TECNOLOGICO SUPERIOR DE LA COSTA CHICA,25909042.53,25909042.53,31649308.18
12,12,36,INSTITUTO TECNOLOGICO SUPERIOR DE LA MONTAÑA,26101451.76,26101451.76,27230103.81
12,12,37,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE GUERRERO,14705181.68,14705181.68,38222645.1
12,12,38,UNIVERSIDAD POLITECNICA DEL ESTADO DE GUERRERO,13199005.97,13199005.97,28425838.88
12,12,39,UNIVERSIDAD TECNOLOGICA DE ACAPULCO,16967434,16967434,30298863.27
12,12,40,UNIVERSIDAD TECNOLOGICA DE LA COSTA GRANDE DE GUERRERO,41056139.75,41056139.75,83730294.15
12,12,41,UNIVERSIDAD TECNOLOGICA DE LA REGION NORTE DE GUERRERO,34270580.12,34270580.12,69592784.05
12,12,42,UNIVERSIDAD TECNOLOGICA DEL MAR DEL ESTADO DE GUERRERO,5588723.96,5588723.96,13801692.35
12,12,43,UNIVERSIDAD TECNOLOGICA DE TIERRA CALIENTE,5588723.96,5588723.96,11112042.11
12,12,44,CONSEJO DE CIENCIA TECNOLOGIA E INNOVACION DEL ESTADO DE GUERRERO,3739918.64,3739918.64,3885261.1
12,12,45,INSTITUTO DE RADIO Y TELEVISION DE GUERRERO,25537130.28,25537130.28,38941957.91
12,12,46,LA AVISPA MUSEO INTERACTIVO,7465952.61,7465952.61,9575681.4
12,12,47,ORQUESTA FILARMONICA DE ACAPULCO,34013463.33,34013463.32,40439149.56
12,12,48,INSTITUTO DEL DEPORTE DE GUERRERO,12807712.17,12807712.17,95128215.07
12,12,49,HOSPITAL DE LA MADRE Y EL NIÑO GUERRERENSE,79764724.39,79764724.39,133569181.7
12,12,50,HOSPITAL DE LA MADRE Y EL NIÑO INDIGENA GUERRERENSE,53969881.39,53969881.39,64935737.64
12,12,51,INSTITUTO ESTATAL DE CANCEROLOGIA DR ARTURO BELTRAN ORTEGA,36474288.92,36474288.92,69121882.89
12,12,52,INSTITUTO ESTATAL DE OFTALMOLOGIA,24553892.11,24553892.11,32015034.59
12,12,53,INSTITUTO DE SEGURIDAD SOCIAL DE LOS SERVIDORES PUBLICOS DEL ESTADO DE GUERRERO,100000000,100000000,214751690.5
12,12,54,INSTITUTO GUERRERENSE DE LA INFRAESTRUCTURA FISICA EDUCATIVA,514034442.5,518034442.5,524876902.2
12,12,55,ACABUS,12800000,12800000,51070459.92
12,12,56,COMISION DE INFRAESTRUCTURA CARRETERA Y AEROPORTUARIA DEL ESTADO DE GUERRERO,587762449.8,613162449.8,872518461.7
12,12,57,INSTITUTO GUERRERENSE PARA LA ATENCION INTEGRAL DE LAS PERSONAS ADULTAS MAYORES,6893592.01,6893592.01,12404388.1
12,12,58,PARQUE PAPAGAYO,25190513.18,25190513.18,62345078.18
12,12,59,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,705221974.9,725221974.9,889013260.5
12,12,60,CONSEJO ESTATAL DEL COCOTERO,5257129.56,5257129.56,5020028.66
12,12,61,AGROINDUSTRIAS DEL SUR,8000000,8000000,8000000
12,12,62,CONSEJO ESTATAL DEL CAFE,4874025.58,4874025.58,5640965.24
12,12,63,FIDEICOMISO GUERRERO INDUSTRIAL,3461174.07,3461174.07,3117147.72
12,12,64,FIDEICOMISO PARA EL DESARROLLO ECONOMICO Y SOCIAL DE ACAPULCO,6032062.77,6032062.77,9747562.54
12,12,65,FONDO DE APOYO A LA MICRO PEQUEÑA Y MEDIANA EMPRESA DEL ESTADO DE GUERRERO,2870331.04,2870331.04,3358002.12
12,12,66,INSTITUTO GUERRERENSE DEL EMPRENDEDOR OPD,5242641.48,5242641.48,5763845.63
12,12,67,FIDEICOMISO CENTRO INTERNACIONAL ACAPULCO,0,0,0
12,12,68,FIDEICOMISO PARA LA PROMOCION TURISTICA DE ACAPULCO,40000000,40000000,22860966.3
12,12,69,PROMOTORA TURISTICA DE GUERRERO,16825000,16825000,19719081.52
12,12,70,PROMOTORA ADMINISTRADORA DE LOS SERVICIOS DE PLAYA DE ZONA FEDERAL MARITIMO TERRESTRE DE ZIHUATANEJO,0,0,695057.27
12,12,71,FIDEICOMISO BAHIA DE ZIHUATANEJO,64000000,64000000,87242880.41
12,12,72,INSTITUTO DE VIVIENDA Y SUELO URBANO DE GUERRERO,9397875.03,9397875.03,26063501.35
12,12,73,COMISION DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DEL ESTADO DE GUERRERO,411259973.6,430459973.6,599466628.6
12,12,74,INSTITUTO DE LA POLICIA AUXILIAR DEL ESTADO DE GUERRERO,47606453,47606453,40782885
12,12,75,FIDEICOMISO DE ADMINISTRACION E INVERSION DEL IMPUESTO SOBRE LA PRESTACION DE SERVICIOS DE HOSPEDAJE DE TAXCO,2180000,2180000,677164.76
12,12,76,FIDEICOMISO PARA LA ADMINISTRACION DEL IMPUESTO SOBRE LA PRESTACION DEL SERVICIO DE HOSPEDAJE DE IXTAPA ZIHUATANEJO,20000000,24719990,18491971.1
12,12,77,PROMOTORA Y ADMINISTRADORA DE LOS SERVICIOS DE PLAYA DE ZONA FEDERAL MARITIMO TERRESTRE DE ACAPULCO,35219827.5,35219827.5,111307501
12,12,78,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION DE GUERRERO,4250002.7,4250002.7,6792515.66
12,12,79,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,18619610.42,18619610.42,35361815.4
13,13,1,OFICIALIA MAYOR,1040604901,1040604901,1196192926
13,13,2,OFICINA DEL GOBERNADOR,26593970,26593970,21905277.27
13,13,3,PROCURADURIA GENERAL DE JUSTICIA,750751630,750751630,777392737
13,13,4,SECRETARIA DE CONTRALORIA,152242415,152242415,265509974.7
13,13,5,SECRETARIA DE CULTURA,50258482,50258482,80080707.8
13,13,6,SECRETARIA DE DESARROLLO AGROPECUARIO,232451318,232451318,314921418.8
13,13,7,SECRETARIA DE DESARROLLO ECONOMICO,87952017,87952017,104015648.9
13,13,8,SECRETARIA DE DESARROLLO SOCIAL,319739191.6,319739191.6,203702524.6
13,13,9,SECRETARIA DE EDUCACION PUBLICA,310458708.8,310458708.8,172957408.3
13,13,10,SECRETARIA DE FINANZAS PUBLICAS,1336806699,1336806699,1061178937
13,13,11,SECRETARIA DE GOBIERNO,633255755,633255755,662577236.1
13,13,12,SECRETARIA DE OBRAS PUBLICAS Y ORDENAMIENTO TERRITORIAL,969529731.1,969529731.1,1341800911
13,13,13,SECRETARIA DE SALUD,66513158,66513158,88555065.52
13,13,14,SECRETARIA DE SEGURIDAD PUBLICA,2219144081,2219144081,2073277523
13,13,15,SECRETARIA DE TURISMO,79663979.98,79663979.98,54236529.23
13,13,16,SECRETARIA DEL MEDIO AMBIENTE Y RECURSOS NATURALES,125984218,125984218,120131644.6
13,13,17,SECRETARIA DE MOVILIDAD Y TRANSPORTE,10788504,10788504,28749086.56
13,13,18,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,307035516,307035516,100136929.5
13,13,19,SECRETARIA EJECUTIVA DE LA POLITICA PUBLICA ESTATAL,164339395,164339395,157149560.8
13,13,20,UNIDAD DE PLANEACION Y PROSPECTIVA,87588684,87588684,80867961.2
13,13,21,AGENCIA DE DESARROLLO VALLE DE PLATA,2685158,2685158,2591835.58
13,13,22,AGENCIA ESTATAL DE ENERGIA DE HIDALGO,5586240,5557246,5466457.96
13,13,23,BACHILLERATO DEL ESTADO DE HIDALGO,159961705.5,157570588.5,186330157.9
13,13,24,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE HIDALGO,32276785,32276785,32809068.4
13,13,25,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE HIDALGO,22782073,22782073,24233205.15
13,13,26,CENTRO ESTATAL DE MAQUINARIA PARA EL DESARROLLO,14253443,11456444,11456444
13,13,27,CIUDAD DE LAS MUJERES,29751010,29751010,23548722.32
13,13,28,COLEGIO DE BACHILLERES DEL ESTADO DE HIDALGO,1153526871,1121733651,1292346988
13,13,29,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE HIDALGO,113559912,100626488,111505157.9
13,13,30,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE HIDALGO,902374966.5,861780476.5,972207933.1
13,13,31,COMISION DE AGUA Y ALCANTARILLADO DE SISTEMAS INTERMUNICIPALES,679553721,10769946,1007208.66
13,13,32,COMISION DE AGUA Y ALCANTARILLADO DEL SISTEMA VALLE DEL MEZQUITAL,18257516,7997308,7997308
13,13,33,COMISION ESTATAL DE VIVIENDA,46328304,31259190,65411092.25
13,13,34,COMISION ESTATAL DEL AGUA Y ALCANTARILLADO,66072741,59097651,166304694.4
13,13,35,COMISION ESTATAL DE BIODIVERSIDAD DE HIDALGO,1800000,1800000,720000
13,13,36,COMISION ESTATAL PARA EL DESARROLLO SOSTENIBLE DE LOS PUEBLOS INDIGENAS CEDSPI,70203693,70203693,64298307.91
13,13,37,CONSEJO DE CIENCIA TECNOLOGIA E INNOVACION DE HIDALGO CITNOVA,13724207,13046028,39831504.06
13,13,38,CONSEJO EJECUTIVO DEL COMPLEJO CIENTIFICO Y TECNOLOGICO SINCROTRON EN EL ESTADO DE HIDALGO,300000,300000,0
13,13,39,CONSEJO ESTATAL PARA LA CULTURA Y LAS ARTES DE HIDALGO,39641211,36714984,32460029.4
13,13,40,CONSEJO RECTOR PACHUCA CIUDAD DEL CONOCIMIENTO Y LA CULTURA,10886833,10525662,9880775.5
13,13,41,CORPORACION DE FOMENTO DE INFRAESTRUCTURA INDUSTRIAL,25076944,14345310,12105870.72
13,13,42,CORPORACION INTERNACIONAL HIDALGO,6282045,6282045,5784735.85
13,13,43,EL COLEGIO DEL ESTADO DE HIDALGO,14714976,11699952,10833676
13,13,44,ESCUELA DE MUSICA DEL ESTADO DE HIDALGO,11381604,8573852,9232852
13,13,45,INSTITUTO CATASTRAL DEL ESTADO DE HIDALGO,19478856,19260711,13455933.81
13,13,46,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE HIDALGO,161916471,151416471,131295451
13,13,47,INSTITUTO DE VIVIENDA DESARROLLO URBANO Y ASENTAMIENTOS HUMANOS,1599106,229067,342002.19
13,13,48,INSTITUTO HIDALGUENSE DE COMPETITIVIDAD EMPRESARIAL,822297,745520,8982078.42
