entidad_a,enticve1,numeral,nombre1,sexostt,sexos1,sexos2
6,06,16,INSTITUTO COLIMENSE DE RADIO Y TELEVISION,40,27,13
6,06,17,CENTRO ESTATAL PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA FAMILIAR,2,0,2
6,06,18,INSTITUTO COLIMENSE PARA LA DISCAPACIDAD,6,4,2
6,06,19,COMISION ESTATAL DEL AGUA DE COLIMA,6,3,3
6,06,20,INSTITUTO COLIMENSE DE LAS MUJERES,4,2,2
6,06,21,INSTITUTO COLIMENSE PARA LA SOCIEDAD DE LA INFORMACION Y EL CONOCIMIENTO,28,18,10
6,06,22,INSTITUTO PARA EL MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,15,10,5
6,06,23,INSTITUTO PARA EL REGISTRO DEL TERRITORIO DEL ESTADO DE COLIMA,53,23,30
6,06,24,INSTITUTO DE SUELO URBANIZACION Y VIVIENDA DEL ESTADO DE COLIMA,32,15,17
6,06,25,PROCURADURIA DE PROTECCION DE NIÑAS NIÑOS Y ADOLESCENTES,19,8,11
6,06,26,PROTECCION CIVIL,23,22,1
6,06,27,INSTITUTO TECNICO HACENDARIO DEL ESTADO DE COLIMA,NSS,NSS,NSS
6,06,28,CONSEJO DE PARTICIPACION SOCIAL DEL ESTADO DE COLIMA,NSS,NSS,NSS
6,06,29,JUNTA DE ASISTENCIA PRIVADA,NSS,NSS,NSS
6,06,30,CONCILIACION LABORAL DEL ESTADO,NSS,NSS,NSS
6,06,31,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO DEL ESTADO,NSS,NSS,NSS
6,06,32,ORGANO DE GESTION Y CONTROL DEL PATRIMONIO DEL ESTADO DE COLIMA,NSS,NSS,NSS
6,06,33,INSTITUTO ESTATAL DE EDUCACION PARA ADULTOS,NSS,NSS,NSS
7,07,1,GUBERNATURA,43,28,15
7,07,2,SECRETARIA GENERAL DE GOBIERNO,1528,772,756
7,07,3,SECRETARIA DE HACIENDA,2300,1067,1233
7,07,4,SECRETARIA DE LA HONESTIDAD Y FUNCION PUBLICA,543,268,275
7,07,5,SECRETARIA DE IGUALDAD DE GENERO,259,105,154
7,07,6,SECRETARIA DE PROTECCION CIVIL,67,52,15
7,07,7,SECRETARIA DE OBRAS PUBLICAS,785,526,259
7,07,8,SECRETARIA DE MEDIO AMBIENTE E HISTORIA NATURAL,432,252,180
7,07,9,SECRETARIA DE ECONOMIA Y DEL TRABAJO,265,136,129
7,07,10,SECRETARIA DE BIENESTAR,159,78,81
7,07,11,SECRETARIA DE AGRICULTURA GANADERIA Y PESCA,562,356,206
7,07,12,SECRETARIA DE TURISMO,161,80,81
7,07,13,SECRETARIA PARA EL DESARROLLO SUSTENTABLE DE LOS PUEBLOS INDIGENAS,46,22,24
7,07,14,SECRETARIA DE SALUD,NSS,NSS,NSS
7,07,15,SECRETARIA DE EDUCACION,27469,13462,14007
7,07,16,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,9547,6745,2802
7,07,17,SECRETARIA DE MOVILIDAD Y TRANSPORTE,158,96,62
7,07,18,COMISION ESTATAL DE BUSQUEDA DE PERSONAS,5,3,2
7,07,19,OFICIALIA MAYOR DEL ESTADO DE CHIAPAS,107,52,55
7,07,20,COORDINACION ESTATAL PARA EL MEJORAMIENTO DEL ZOOLOGICO MIGUEL ALVAREZ DEL TORO,176,104,72
7,07,21,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE DEL ESTADO DE CHIAPAS,116,43,73
7,07,22,COMISION ESTATAL DE MEJORA REGULATORIA,18,6,12
7,07,23,INSTITUTO DE LA JUVENTUD DEL ESTADO DE CHIAPAS,40,21,19
7,07,24,INSTITUTO DE PROTECCION SOCIAL Y BENEFICENCIA PUBLICA DEL ESTADO DE CHIAPAS,16,7,9
7,07,25,CENTRO ESTATAL DE TRASPLANTES DEL ESTADO DE CHIAPAS,13,7,6
7,07,26,INSTITUTO DE ESTUDIOS DE POSGRADO,NSS,NSS,NSS
7,07,27,INSTITUTO ESTATAL DE EVALUACION E INNOVACION EDUCATIVA,14,5,9
7,07,28,INSTITUTO DE FORMACION POLICIAL,118,59,59
7,07,29,CENTRO ESTATAL DE PREVENCION SOCIAL DE LA VIOLENCIA Y PARTICIPACION CIUDADANA,12,4,8
7,07,30,INSTITUTO PARA LA GESTION INTEGRAL DE RIESGOS DE DESASTRES DEL ESTADO DE CHIAPAS,207,154,53
7,07,31,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS PARA EL ESTADO DE CHIAPAS,11,6,5
7,07,32,INSTITUTO DEL PATRIMONIO DEL ESTADO,40,20,20
7,07,33,INSTITUTO DE BOMBEROS DEL ESTADO DE CHIAPAS,16,10,6
7,07,34,INSTITUTO ESTATAL DEL AGUA,46,28,18
7,07,35,COMISION DE CAMINOS E INFRAESTRUCTURA HIDRAULICA,528,363,165
7,07,36,PROCURADURIA AMBIENTAL DEL ESTADO DE CHIAPAS,11,7,4
7,07,37,INSTITUTO DE CAPACITACION Y VINCULACION TECNOLOGICA DEL ESTADO DE CHIAPAS,NSS,NSS,NSS
7,07,38,INSTITUTO CASA DE LAS ARTESANIAS DE CHIAPAS,90,47,43
7,07,39,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE CHIAPAS,32,14,18
7,07,40,PROMOTORA DE VIVIENDA CHIAPAS,76,41,35
7,07,41,INSTITUTO DEL CAFE DE CHIAPAS,73,46,27
7,07,42,OFICINA DE CONVENCIONES Y VISITANTES,67,42,25
7,07,43,INSTITUTO DE SALUD,NSS,NSS,NSS
7,07,44,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE CHIAPAS SISTEMA DIF CHIAPAS,1236,425,811
7,07,45,COLEGIO DE BACHILLERES DE CHIAPAS,NSS,NSS,NSS
7,07,46,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE CHIAPAS CONALEP CHIAPAS,NSS,NSS,NSS
7,07,47,UNIVERSIDAD TECNOLOGICA DE LA SELVA,NSS,NSS,NSS
7,07,48,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE CHIAPAS,NSS,NSS,NSS
7,07,49,INSTITUTO CHIAPANECO DE EDUCACION PARA JOVENES Y ADULTOS,NSS,NSS,NSS
7,07,50,INSTITUTO TECNOLOGICO SUPERIOR DE CINTALAPA,NSS,NSS,NSS
7,07,51,UNIVERSIDAD POLITECNICA DE CHIAPAS,NSS,NSS,NSS
7,07,52,UNIVERSIDAD POLITECNICA DE TAPACHULA,NSS,NSS,NSS
7,07,53,UNIVERSIDAD INTERCULTURAL DE CHIAPAS,NSS,NSS,NSS
7,07,54,INSTITUTO DE LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE CHIAPAS,151,91,60
7,07,55,CENTRO REGIONAL DE FORMACION DOCENTE E INVESTIGACION EDUCATIVA,NSS,NSS,NSS
7,07,56,TALLERES GRAFICOS DE CHIAPAS,NSS,NSS,NSS
7,07,57,SISTEMA CHIAPANECO DE RADIO TELEVISION Y CINEMATOGRAFIA,NSS,NSS,NSS
7,07,58,CENTRO ESTATAL DE CONTROL DE CONFIANZA CERTIFICADO DEL ESTADO DE CHIAPAS,117,43,74
7,07,59,INSTITUTO DE SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO DE CHIAPAS,NSS,NSS,NSS
7,07,60,CONSEJO ESTATAL PARA LAS CULTURAS Y LAS ARTES DE CHIAPAS,542,324,218
7,07,61,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO DEL ESTADO DE CHIAPAS,12,5,7
7,07,62,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,80,47,33
7,07,63,INSTITUTO DE CIENCIA TECNOLOGIA E INNOVACION DEL ESTADO DE CHIAPAS,137,77,60
7,07,64,SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCION DEL ESTADO DE CHIAPAS,NSS,NSS,NSS
7,07,65,ARCHIVO GENERAL DEL ESTADO,20,9,11
7,07,66,CONSEJERIA JURIDICA DEL GOBERNADOR,85,42,43
7,07,67,INSTITUTO DE COMUNICACION SOCIAL Y RELACIONES PUBLICAS DEL ESTADO DE CHIAPAS,100,52,48
7,07,68,INSTITUTO DEL DEPORTE DEL ESTADO DE CHIAPAS,171,109,62
7,07,69,SOCIEDAD OPERADORA DE LA TORRE CHIAPAS SA DE CV,NSS,NSS,NSS
7,07,70,SOCIEDAD OPERADORA DEL AEROPUERTO INTERNACIONAL ANGEL ALBINO CORZO,NSS,NSS,NSS
8,08,1,DESPACHO DEL EJECUTIVO,24,13,11
8,08,2,COMISION ESTATAL PARA PUEBLOS INDIGENAS,125,76,49
8,08,3,COORDINACION GENERAL DE COMUNICACION,70,29,41
8,08,4,COORDINACION DE RELACIONES PUBLICAS,NSS,NSS,NSS
8,08,5,FISCALIA GENERAL DEL ESTADO,6320,3531,2789
8,08,6,REPRESENTACION DEL GOBIERNO DEL ESTADO DE CHIHUAHUA EN LA CIUDAD DE MEXICO,11,4,7
8,08,7,SECRETARIA DE COMUNICACIONES Y OBRAS PUBLICAS,1152,990,162
8,08,8,SECRETARIA DE COORDINACION DE GABINETE,157,83,74
8,08,9,SECRETARIA DE CULTURA,321,161,160
8,08,10,SECRETARIA DE DESARROLLO HUMANO Y BIEN COMUN,159,57,102
8,08,11,SECRETARIA DE DESARROLLO RURAL,402,294,108
8,08,12,SECRETARIA DE DESARROLLO URBANO Y ECOLOGIA,290,162,128
8,08,13,SECRETARIA DE HACIENDA,14233,7932,6301
8,08,14,SECRETARIA DE INNOVACION Y DESARROLLO ECONOMICO,75,37,38
8,08,15,SECRETARIA DE LA FUNCION PUBLICA,184,84,100
8,08,16,SECRETARIA DE SALUD,65,26,39
8,08,17,SECRETARIA DE SEGURIDAD PUBLICA,NSS,NSS,NSS
8,08,18,SECRETARIA DE TRABAJO Y PREVISION SOCIAL,360,122,238
8,08,19,SECRETARIA DE EDUCACION Y DEPORTE,12825,4430,8395
8,08,20,SECRETARIA GENERAL DE GOBIERNO,582,224,358
8,08,21,ADMINISTRADORA DE SERVICIOS AEROPORTUARIOS,5,3,2
8,08,22,COLEGIO DE BACHILLERES DEL ESTADO DE CHIHUAHUA,NSS,NSS,NSS
8,08,23,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE CHIHUAHUA,869,465,404
8,08,24,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE CHIHUAHUA,1547,762,785
8,08,25,COMISION ESTATAL DE VIVIENDA SUELO E INFRAESTRUCTURA DE CHIHUAHUA,119,64,55
8,08,26,CONSEJO ESTATAL DE POBLACION,59,10,49
8,08,27,DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE CHIHUAHUA,527,174,353
8,08,28,EL COLEGIO DE CHIHUAHUA,31,13,18
8,08,29,ESCUELA NORMAL SUPERIOR DEL ESTADO PROFESOR JOSE E MEDRANO,216,115,101
8,08,30,FIDEICOMISO ESTATAL PARA EL FOMENTO DE LAS ACTIVIDADES PRODUCTIVAS EN EL ESTADO DE CHIHUAHUA,31,14,17
8,08,31,FIDEICOMISO DE ADMINISTRACION PARA LA PROMOCION Y FOMENTO DE LAS ACTIVIDADES TURISTICAS DEL ESTADO,NSS,NSS,NSS
8,08,32,FIDEICOMISO DE PUENTES FRONTERIZOS,124,79,45
8,08,33,FOMENTO Y DESARROLLO ARTESANAL,30,7,23
8,08,34,INSTITUTO CHIHUAHUENSE DE EDUCACION PARA ADULTOS,260,85,175
8,08,35,INSTITUTO CHIHUAHUENSE DE INFRAESTRUCTURA FISICA EDUCATIVA,79,39,40
8,08,36,INSTITUTO CHIHUAHUENSE DE LA JUVENTUD,44,14,30
8,08,37,INSTITUTO CHIHUAHUENSE DE LA SALUD,5875,2152,3723
8,08,38,INSTITUTO CHIHUAHUENSE DE LAS MUJERES,233,24,209
8,08,39,INSTITUTO CHIHUAHUENSE DEL DEPORTE Y CULTURA FISICA,141,90,51
8,08,40,INSTITUTO DE APOYO AL DESARROLLO TECNOLOGICO,75,41,34
8,08,41,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE CHIHUAHUA,529,180,349
8,08,42,INSTITUTO DE INNOVACION Y COMPETITIVIDAD,19,9,10
8,08,43,INSTITUTO TECNOLOGICO SUPERIOR DE NUEVO CASAS GRANDES,167,104,63
8,08,44,JUNTA CENTRAL DE AGUA Y SANEAMIENTO,175,113,62
8,08,45,JUNTA DE ASISTENCIA SOCIAL PRIVADA DEL ESTADO DE CHIHUAHUA,6,2,4
8,08,46,OPERADORA DE TRANSPORTE VIVEBUS,165,127,38
8,08,47,PARQUE CUMBRES DE MAJALCA,2,1,1
8,08,48,PENSIONES CIVILES DEL ESTADO,1162,565,597
8,08,49,PROMOTORA PARA EL DESARROLLO ECONOMICO DE CHIHUAHUA,20,13,7
8,08,50,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,11,4,7
8,08,51,SERVICIOS DE SALUD DE CHIHUAHUA,8681,3368,5313
8,08,52,SERVICIOS EDUCATIVOS DEL ESTADO DE CHIHUAHUA,32581,10479,22102
8,08,53,SUBSISTEMA DE PREPARATORIA ABIERTA Y TELEBACHILLERATO DEL ESTADO DE CHIHUAHUA,725,334,391
8,08,54,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,3816,2054,1762
8,08,55,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,2660,1471,1189
8,08,56,UNIVERSIDAD PEDAGOGICA NACIONAL DEL ESTADO DE CHIHUAHUA,440,176,264
8,08,57,UNIVERSIDAD POLITECNICA DE CHIHUAHUA,99,43,56
8,08,58,UNIVERSIDAD TECNOLOGICA DE CAMARGO,122,66,56
8,08,59,UNIVERSIDAD TECNOLOGICA DE CHIHUAHUA,458,248,210
8,08,60,UNIVERSIDAD TECNOLOGICA DE CHIHUAHUA SUR,93,35,58
8,08,61,UNIVERSIDAD TECNOLOGICA DE CIUDAD JUAREZ,697,363,334
8,08,62,UNIVERSIDAD TECNOLOGICA DE LA BABICORA,61,33,28
8,08,63,UNIVERSIDAD TECNOLOGICA DE LA TARAHUMARA,65,31,34
8,08,64,UNIVERSIDAD TECNOLOGICA DE PAQUIME,105,51,54
8,08,65,UNIVERSIDAD TECNOLOGICA DE PARRAL,107,65,42
8,08,66,UNIVERSIDAD TECNOLOGICA PASO DEL NORTE,95,44,51
9,09,1,JEFATURA DE GOBIERNO DE LA CIUDAD DE MEXICO,611,286,325
9,09,2,SECRETARIA DE GOBIERNO,9424,4962,4462
9,09,3,SECRETARIA DE DESARROLLO URBANO Y VIVIENDA,751,350,401
9,09,4,SECRETARIA DE DESARROLLO ECONOMICO,570,299,271
9,09,5,SECRETARIA DE TURISMO,151,69,82
9,09,6,SECRETARIA DEL MEDIO AMBIENTE,3799,2259,1540
9,09,7,SECRETARIA DE OBRAS Y SERVICIOS,5242,3191,2051
9,09,8,SECRETARIA DE INCLUSION Y BIENESTAR SOCIAL,5088,1509,3579
9,09,9,SECRETARIA DE ADMINISTRACION Y FINANZAS,8103,3833,4270
9,09,10,SECRETARIA DE MOVILIDAD,1369,761,608
9,09,11,SECRETARIA DE SEGURIDAD CIUDADANA,44395,31708,12687
9,09,12,SECRETARIA DE LA CONTRALORIA GENERAL,749,343,406
9,09,13,CONSEJERIA JURIDICA Y DE SERVICIOS LEGALES,4820,2221,2599
9,09,14,SECRETARIA DE SALUD,25574,10240,15334
9,09,15,SECRETARIA DE CULTURA,1421,804,617
9,09,16,SECRETARIA DE TRABAJO Y FOMENTO AL EMPLEO,599,244,355
9,09,17,SECRETARIA DE GESTION INTEGRAL DE RIESGOS Y PROTECCION CIVIL,347,194,153
9,09,18,SECRETARIA DE PUEBLOS Y BARRIOS ORIGINARIOS Y COMUNIDADES INDIGENAS RESIDENTES,165,72,93
9,09,19,SECRETARIA DE EDUCACION CIENCIA TECNOLOGIA E INNOVACION,1001,522,479
9,09,20,SECRETARIA DE LAS MUJERES,721,86,635
9,09,21,CENTRO DE COMANDO CONTROL COMPUTO COMUNICACIONES Y CONTACTO CIUDADANO DE LA CIUDAD DE MEXICO,506,228,278
9,09,22,AGENCIA DIGITAL DE INNOVACION PUBLICA DE LA CIUDAD DE MEXICO,776,372,404
9,09,23,COMISION DE BUSQUEDA DE PERSONAS DE LA CIUDAD DE MEXICO,10,3,7
9,09,24,INSTANCIA EJECUTORA DEL SISTEMA INTEGRAL DE DERECHOS HUMANOS DE LA CIUDAD DE MEXICO,22,11,11
9,09,25,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,12105,9548,2557
9,09,26,AGENCIA DE ATENCION ANIMAL DE LA CIUDAD DE MEXICO,81,31,50
9,09,27,PLANTA PRODUCTORA DE MEZCLAS ASFALTICAS,303,238,65
9,09,28,ORGANO REGULADOR DE TRANSPORTE,289,190,99
9,09,29,UNIVERSIDAD DE LA POLICIA DE LA CIUDAD DE MEXICO,386,225,161
9,09,30,AGENCIA DE PROTECCION SANITARIA DEL GOBIERNO DE LA CIUDAD DE MEXICO,110,62,48
9,09,31,UNIVERSIDAD DE LA SALUD,123,60,63
9,09,32,INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MEXICO ROSARIO CASTELLANOS,1099,503,596
9,09,33,SISTEMA PUBLICO DE RADIODIFUSION DE LA CIUDAD DE MEXICO,61,38,23
9,09,34,AUTORIDAD DEL CENTRO HISTORICO,63,37,26
9,09,35,COMISION EJECUTIVA DE ATENCION A VICTIMAS DE LA CIUDAD DE MEXICO,33,15,18
9,09,36,MECANISMO DE PROTECCION INTEGRAL DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS Y PERIODISTAS DE LA CIUDAD DE MEXICO,17,4,13
9,09,37,INSTITUTO DE VIVIENDA DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,38,PROCURADURIA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL DE LA CIUDAD DE MEXICO,19,8,11
9,09,39,INSTITUTO LOCAL DE LA INFRAESTRUCTURA FISICA EDUCATIVA DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,40,INSTITUTO PARA LA SEGURIDAD DE LAS CONSTRUCCIONES EN EL DISTRITO FEDERAL,NSS,NSS,NSS
9,09,41,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,42,CONSEJO PARA PREVENIR Y ELIMINAR LA DISCRIMINACION DE LA CIUDAD DE MEXICO,4,2,2
9,09,43,INSTITUTO DE LAS PERSONAS CON DISCAPACIDAD DE LA CIUDAD DE MEXICO,8,5,3
9,09,44,INSTITUTO DE LA JUVENTUD DE LA CIUDAD DE MEXICO,58,26,32
9,09,45,PROCURADURIA SOCIAL DEL DISTRITO FEDERAL,211,94,117
9,09,46,CAJA DE PREVISION PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DE LA CIUDAD DE MEXICO,55,31,24
9,09,47,CAJA DE PREVISION DE LA POLICIA AUXILIAR DE LA CIUDAD DE MEXICO,149,80,69
9,09,48,CAJA DE PREVISION DE LA POLICIA PREVENTIVA DE LA CIUDAD DE MEXICO,39,18,21
9,09,49,CORPORACION MEXICANA DE IMPRESION SA DE CV,NSS,NSS,NSS
9,09,50,SERVICIOS METROPOLITANOS SA DE CV,NSS,NSS,NSS
9,09,51,METROBUS,NSS,NSS,NSS
9,09,52,SISTEMA DE TRANSPORTE COLECTIVO,NSS,NSS,NSS
9,09,53,RED DE TRANSPORTE DE PASAJEROS DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,54,SERVICIO DE TRANSPORTES ELECTRICOS DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,55,ESCUELA DE ADMINISTRACION PUBLICA DE LA CIUDAD DE MEXICO,20,10,10
9,09,56,INSTITUTO DE VERIFICACION ADMINISTRATIVA DE LA CIUDAD DE MEXICO,2,1,1
9,09,57,INSTITUTO PARA LA ATENCION Y PREVENCION DE LAS ADICCIONES EN LA CIUDAD DE MEXICO,71,38,33
9,09,58,SERVICIOS DE SALUD PUBLICA DEL DISTRITO FEDERAL,NSS,NSS,NSS
9,09,59,INSTITUTO DE CAPACITACION PARA EL TRABAJO DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,60,HEROICO CUERPO DE BOMBEROS DE LA CIUDAD DE MEXICO,2254,1799,455
9,09,61,INSTITUTO DEL DEPORTE DE LA CIUDAD DE MEXICO,225,108,117
9,09,62,INSTITUTO DE EDUCACION MEDIA SUPERIOR DEL DISTRITO FEDERAL,70,45,25
9,09,63,INSTITUTO DE PLANEACION DEMOCRATICA Y PROSPECTIVA,NSS,NSS,NSS
9,09,64,FIDEICOMISO CENTRO HISTORICO DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,65,FIDEICOMISO DE RECUPERACION CREDITICIA DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,66,FIDEICOMISO PARA LA RECONSTRUCCION INTEGRAL DE LA CIUDAD DE MEXICO,5,3,2
9,09,67,FIDEICOMISO MUSEO DE ARTE POPULAR MEXICANO,63,41,22
9,09,68,FIDEICOMISO MUSEO DEL ESTANQUILLO,11,7,4
9,09,69,FIDEICOMISO PARA LA PROMOCION Y DESARROLLO DEL CINE MEXICANO EN LA CIUDAD DE MEXICO,4,2,2
9,09,70,FIDEICOMISO EDUCACION GARANTIZADA DE LA CIUDAD DE MEXICO,137,57,80
9,09,71,FONDO PARA EL DESARROLLO ECONOMICO Y SOCIAL DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,72,FONDO DE DESARROLLO ECONOMICO DEL DISTRITO FEDERAL,8,4,4
9,09,73,FONDO PARA EL DESARROLLO SOCIAL DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
9,09,74,FONDO MIXTO DE PROMOCION TURISTICA DE LA CIUDAD DE MEXICO,NSS,NSS,NSS
10,10,1,DESPACHO DEL EJECUTIVO,324,193,131
10,10,2,SECRETARIA GENERAL DE GOBIERNO,733,353,380
10,10,3,SECRETARIA DE FINANZAS Y DE ADMINISTRACION,1461,637,824
10,10,4,SECRETARIA DE COMUNICACIONES Y OBRAS PUBLICAS,469,331,138
10,10,5,SECRETARIA DE DESARROLLO ECONOMICO,80,34,46
10,10,6,SECRETARIA DE AGRICULTURA GANADERIA Y DESARROLLO RURAL,207,139,68
10,10,7,SECRETARIA DE EDUCACION,33480,13686,19794
10,10,8,SECRETARIA DE CONTRALORIA,217,80,137
10,10,9,SECRETARIA DE RECURSOS NATURALES Y MEDIO AMBIENTE,189,108,81
10,10,10,SECRETARIA DE SEGURIDAD PUBLICA,2243,1524,719
10,10,11,SECRETARIA DE BIENESTAR SOCIAL,161,70,91
10,10,12,FISCALIA GENERAL DEL ESTADO,1490,864,626
10,10,13,SECRETARIA DE TURISMO,139,83,56
10,10,14,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,193,75,118
10,10,15,SECRETARIADO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PUBLICA,33,17,16
10,10,16,INSTITUTO DE ATENCION Y PROTECCION A MIGRANTES Y SUS FAMILIAS,13,5,8
10,10,17,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,73,28,45
10,10,18,DIRECCION DE TRANSPORTE AEREO DEL GOBIERNO DEL ESTADO,19,18,1
10,10,19,COMISION DE AGUAS DEL ESTADO,133,82,51
10,10,20,INSTITUTO PARA LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE DURANGO,98,60,38
10,10,21,CENTRO CULTURAL Y DE CONVENCIONES DEL ESTADO DE DURANGO,25,18,7
10,10,22,SERVICIOS DE SALUD DEL ESTADO,8217,3363,4854
10,10,23,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,1310,456,854
10,10,24,COLEGIO DE BACHILLERES DEL ESTADO DE DURANGO,1648,910,738
10,10,25,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE DURANGO,17,6,11
10,10,26,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE DURANGO,247,152,95
10,10,27,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE DURANGO,1016,591,425
10,10,28,INSTITUTO DURANGUENSE DE EDUCACION PARA ADULTOS,272,140,132
10,10,29,INSTITUTO TECNOLOGICO SUPERIOR DE LERDO,253,154,99
10,10,30,INSTITUTO TECNOLOGICO SUPERIOR DE LA REGION DE LOS LLANOS,107,61,46
10,10,31,INSTITUTO TECNOLOGICO SUPERIOR DE SANTIAGO PAPASQUIARO,150,84,66
10,10,32,INSTITUTO DE CULTURA DEL ESTADO DE DURANGO,432,250,182
10,10,33,SISTEMA ESTATAL DE TELESECUNDARIAS,1736,1144,592
10,10,34,UNIVERSIDAD PEDAGOGICA DE DURANGO,130,72,58
10,10,35,UNIVERSIDAD POLITECNICA DE DURANGO,175,101,74
10,10,36,UNIVERSIDAD POLITECNICA DE GOMEZ PALACIO,166,92,74
10,10,37,BENEMERITA Y CENTENARIA ESCUELA NORMAL DEL ESTADO DE DURANGO,240,100,140
10,10,38,INSTITUTO TECNOLOGICO SUPERIOR DE SANTA MARIA DEL ORO,62,34,28
10,10,39,UNIVERSIDAD TECNOLOGICA DE DURANGO,224,114,110
10,10,40,UNIVERSIDAD TECNOLOGICA DE LA LAGUNA,81,44,37
10,10,41,UNIVERSIDAD TECNOLOGICA DE EL MEZQUITAL,22,16,6
10,10,42,BEBELECHE MUSEO INTERACTIVO DE DURANGO,0,0,0
10,10,43,UNIVERSIDAD TECNOLOGICA DE POANAS,73,33,40
10,10,44,UNIVERSIDAD POLITECNICA DE CUENCAME,58,35,23
10,10,45,UNIVERSIDAD TECNOLOGICA DE RODEO,49,22,27
10,10,46,UNIVERSIDAD TECNOLOGICA DE TAMAZULA,24,13,11
10,10,47,SECRETARIA EJECUTIVA DEL SISTEMA LOCAL ANTICORRUPCION,16,9,7
10,10,48,FISCALIA ESPECIALIZADA EN COMBATE A LA CORRUPCION DEL ESTADO DE DURANGO,43,26,17
10,10,49,PROCURADURIA DE PROTECCION AL AMBIENTE DEL ESTADO DE DURANGO,0,0,0
10,10,50,INSTITUTO DURANGUENSE DE LA JUVENTUD,29,16,13
10,10,51,INSTITUTO ESTATAL DE LAS MUJERES,37,10,27
10,10,52,COMISION ESTATAL DE SUELO Y VIVIENDA,214,124,90
10,10,53,FERIAS ESPECTACULOS Y PASEOS TURISTICOS DE DURANGO,0,0,0
10,10,54,CENTROS DE CONCILIACION LABORAL DEL ESTADO DE DURANGO,38,13,25
10,10,55,DIRECCION DE PENSIONES DEL ESTADO DE DURANGO,152,76,76
11,11,1,OFICINA DEL GOBERNADOR,1,0,1
11,11,2,COORDINACION GENERAL DE COMUNICACION SOCIAL,99,70,29
11,11,3,OFICINA DEL SECRETARIO PARTICULAR,126,66,60
11,11,4,INSTITUTO DE PLANEACION ESTADISTICA Y GEOGRAFIA DEL ESTADO DE GUANAJUATO,34,25,9
11,11,5,JEFATURA DE GABINETE DEL PODER EJECUTIVO,42,31,11
11,11,6,UNIDAD DE TRANSPARENCIA Y ARCHIVOS DEL PODER EJECUTIVO,53,19,34
11,11,7,OFICINA DE REPRESENTACION DEL GOBIERNO DEL ESTADO DE GUANAJUATO EN LA CIUDAD DE MEXICO,16,8,8
11,11,8,COORDINACION GENERAL JURIDICA,34,19,15
11,11,9,SECRETARIA DE GOBIERNO,2207,940,1267
